2023-04-15 04:25:00,2023-04-15 04:29:00,-37.184082
2023-04-15 05:04:00,2023-04-15 05:07:00,-37.182861
2023-04-15 05:25:00,2023-04-15 05:29:00,-37.181641
2023-04-15 05:33:00,2023-04-15 05:37:00,-37.183105
2023-04-15 05:42:00,2023-04-15 05:46:00,-37.186279
2023-04-15 06:24:00,2023-04-15 06:27:00,-37.181885
2023-04-15 06:30:00,2023-04-15 06:33:00,-37.184570
2023-04-15 06:46:00,2023-04-15 06:49:00,-37.181396
2023-04-15 06:52:00,2023-04-15 06:55:00,-37.186279
2023-04-15 06:58:00,2023-04-15 07:01:00,-37.185059
2023-04-15 07:05:00,2023-04-15 07:08:00,-37.187012
2023-04-15 07:36:00,2023-04-15 07:40:00,-37.184570
2023-04-15 07:44:00,2023-04-15 07:48:00,-37.181885
2023-04-15 08:02:00,2023-04-15 08:06:00,-37.184326
2023-04-15 08:13:00,2023-04-15 08:17:00,-37.182129
2023-04-15 08:22:00,2023-04-15 08:27:00,-37.181396
2023-04-15 08:37:00,2023-04-15 08:42:00,-37.187500
2023-04-15 08:57:00,2023-04-15 09:00:00,-37.184326
2023-04-15 09:21:00,2023-04-15 09:24:00,-37.181641
2023-04-15 10:42:00,2023-04-15 10:55:00,-37.183350
2023-04-15 10:58:00,2023-04-15 11:10:00,-37.181152
2023-04-15 11:20:00,2023-04-15 11:33:00,-37.187012
2023-04-15 11:51:00,2023-04-15 12:05:00,-37.186035
2023-04-15 12:08:00,2023-04-15 12:20:00,-37.186523
2023-04-15 12:23:00,2023-04-15 12:26:00,-37.182861
2023-04-15 12:31:00,2023-04-15 12:44:00,-37.184082
2023-04-15 12:47:00,2023-04-15 12:50:00,-37.181396
2023-04-15 13:01:00,2023-04-15 13:15:00,-37.187744
2023-04-15 13:18:00,2023-04-15 13:31:00,-37.187012
2023-04-15 13:34:00,2023-04-15 13:37:00,-37.184082
2023-04-15 13:42:00,2023-04-15 13:56:00,-37.184082
2023-04-15 14:00:00,2023-04-15 14:03:00,-37.187988
2023-04-15 14:11:00,2023-04-15 14:21:00,-37.184326
2023-04-15 14:26:00,2023-04-15 14:30:00,-37.182129
2023-04-15 14:35:00,2023-04-15 14:40:00,-37.185059
2023-04-15 14:45:00,2023-04-15 14:49:00,-37.187744
2023-04-15 14:57:00,2023-04-15 15:01:00,-37.184814
2023-04-15 15:09:00,2023-04-15 15:13:00,-37.180908
2023-04-16 04:25:00,2023-04-16 04:30:00,-37.181641
2023-04-16 04:39:00,2023-04-16 04:44:00,-37.184082
2023-04-16 05:00:00,2023-04-16 05:02:00,-37.184814
2023-04-16 05:22:00,2023-04-16 05:27:00,-37.183105
2023-04-16 05:35:00,2023-04-16 05:40:00,-37.183350
2023-04-16 05:45:00,2023-04-16 05:50:00,-37.184570
